id,scraped_at,crossing_id,crossing_name,trucks_exit_min,trucks_entry_min,cars_exit_min,cars_entry_min,buses_exit_min,buses_entry_min,data_timestamp,source_hour
2402,2026-07-06T02:01:00Z,budomierz,Budomierz,0,,0,,0,,2026-7-6,2
2400,2026-07-06T02:01:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-6,2
2398,2026-07-06T02:01:00Z,dorohusk,Dorohusk,540,,,,180,,2026-7-6,2
2401,2026-07-06T02:01:00Z,hrebenne,Hrebenne,420,,0,,120,,2026-7-6,2
2403,2026-07-06T02:01:00Z,korczowa,Korczowa,0,,60,,120,,2026-7-6,2
2406,2026-07-06T02:01:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-6,2
2405,2026-07-06T02:01:00Z,malhowice,Małhowice,,,0,,0,,2026-7-6,2
2404,2026-07-06T02:01:00Z,medyka,Medyka,0,,120,,180,,2026-7-6,2
2399,2026-07-06T02:01:00Z,zosin,Zosin,0,,0,,0,,2026-7-6,2
2411,2026-07-06T04:02:00Z,budomierz,Budomierz,,,,,,,2026-7-6,4
2409,2026-07-06T04:02:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-6,4
2407,2026-07-06T04:02:00Z,dorohusk,Dorohusk,780,,,,60,,2026-7-6,4
2410,2026-07-06T04:02:00Z,hrebenne,Hrebenne,420,,0,,120,,2026-7-6,4
2412,2026-07-06T04:02:00Z,korczowa,Korczowa,60,,60,,120,,2026-7-6,4
2415,2026-07-06T04:02:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-6,4
2414,2026-07-06T04:02:00Z,malhowice,Małhowice,,,0,,0,,2026-7-6,4
2413,2026-07-06T04:02:00Z,medyka,Medyka,60,,120,,180,,2026-7-6,4
2408,2026-07-06T04:02:00Z,zosin,Zosin,0,,0,,0,,2026-7-6,4
2420,2026-07-06T05:01:00Z,budomierz,Budomierz,0,,0,,60,,2026-7-6,5
2418,2026-07-06T05:01:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-6,5
2416,2026-07-06T05:01:00Z,dorohusk,Dorohusk,780,,,,60,,2026-7-6,5
2419,2026-07-06T05:01:00Z,hrebenne,Hrebenne,420,,0,,120,,2026-7-6,5
2421,2026-07-06T05:01:00Z,korczowa,Korczowa,60,,60,,120,,2026-7-6,5
2424,2026-07-06T05:01:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-6,5
2423,2026-07-06T05:01:00Z,malhowice,Małhowice,,,0,,0,,2026-7-6,5
2422,2026-07-06T05:01:00Z,medyka,Medyka,60,,120,,180,,2026-7-6,5
2417,2026-07-06T05:01:00Z,zosin,Zosin,0,,0,,0,,2026-7-6,5
2429,2026-07-06T10:48:00Z,budomierz,Budomierz,0,,0,,0,,2026-7-6,10
2427,2026-07-06T10:48:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-6,10
2425,2026-07-06T10:48:00Z,dorohusk,Dorohusk,480,,,,0,,2026-7-6,10
2428,2026-07-06T10:48:00Z,hrebenne,Hrebenne,420,,0,,0,,2026-7-6,10
2430,2026-07-06T10:48:00Z,korczowa,Korczowa,0,,60,,180,,2026-7-6,10
2433,2026-07-06T10:48:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-6,10
2432,2026-07-06T10:48:00Z,malhowice,Małhowice,,,30,,0,,2026-7-6,10
2431,2026-07-06T10:48:00Z,medyka,Medyka,0,,60,,240,,2026-7-6,10
2426,2026-07-06T10:48:00Z,zosin,Zosin,0,,0,,0,,2026-7-6,10
2438,2026-07-06T11:01:00Z,budomierz,Budomierz,0,,0,,0,,2026-7-6,11
2436,2026-07-06T11:01:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-6,11
2434,2026-07-06T11:01:00Z,dorohusk,Dorohusk,480,,,,0,,2026-7-6,11
2437,2026-07-06T11:01:00Z,hrebenne,Hrebenne,420,,0,,0,,2026-7-6,11
2439,2026-07-06T11:01:00Z,korczowa,Korczowa,0,,60,,180,,2026-7-6,11
2442,2026-07-06T11:01:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-6,11
2441,2026-07-06T11:01:00Z,malhowice,Małhowice,,,30,,0,,2026-7-6,11
2440,2026-07-06T11:01:00Z,medyka,Medyka,0,,60,,240,,2026-7-6,11
2435,2026-07-06T11:01:00Z,zosin,Zosin,0,,0,,0,,2026-7-6,11
