id,scraped_at,crossing_id,crossing_name,trucks_exit_min,trucks_entry_min,cars_exit_min,cars_entry_min,buses_exit_min,buses_entry_min,data_timestamp,source_hour
505,2026-06-19T02:00:00Z,budomierz,Budomierz,180,,0,,60,,2026-6-19,2
503,2026-06-19T02:00:00Z,dolhobyczow,Dołhobyczów,60,,0,,0,,2026-6-19,2
501,2026-06-19T02:00:00Z,dorohusk,Dorohusk,1260,,,,180,,2026-6-19,2
504,2026-06-19T02:00:00Z,hrebenne,Hrebenne,960,,0,,120,,2026-6-19,2
506,2026-06-19T02:00:00Z,korczowa,Korczowa,600,,60,,180,,2026-6-19,2
509,2026-06-19T02:00:00Z,kroscienko,Krościenko,0,,0,,0,,2026-6-19,2
508,2026-06-19T02:00:00Z,malhowice,Małhowice,,,0,,0,,2026-6-19,2
507,2026-06-19T02:00:00Z,medyka,Medyka,720,,0,,60,,2026-6-19,2
502,2026-06-19T02:00:00Z,zosin,Zosin,60,,0,,0,,2026-6-19,2
514,2026-06-19T04:55:00Z,budomierz,Budomierz,120,,0,,60,,2026-6-19,4
512,2026-06-19T04:55:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-6-19,4
510,2026-06-19T04:55:00Z,dorohusk,Dorohusk,1500,,,,60,,2026-6-19,4
513,2026-06-19T04:55:00Z,hrebenne,Hrebenne,960,,0,,0,,2026-6-19,4
515,2026-06-19T04:55:00Z,korczowa,Korczowa,780,,0,,60,,2026-6-19,4
518,2026-06-19T04:55:00Z,kroscienko,Krościenko,0,,0,,0,,2026-6-19,4
517,2026-06-19T04:55:00Z,malhowice,Małhowice,,,0,,0,,2026-6-19,4
516,2026-06-19T04:55:00Z,medyka,Medyka,780,,0,,60,,2026-6-19,4
511,2026-06-19T04:55:00Z,zosin,Zosin,60,,0,,0,,2026-6-19,4
523,2026-06-19T05:01:00Z,budomierz,Budomierz,120,,0,,60,,2026-6-19,5
521,2026-06-19T05:01:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-6-19,5
519,2026-06-19T05:01:00Z,dorohusk,Dorohusk,1500,,,,60,,2026-6-19,5
522,2026-06-19T05:01:00Z,hrebenne,Hrebenne,960,,0,,0,,2026-6-19,5
524,2026-06-19T05:01:00Z,korczowa,Korczowa,780,,0,,60,,2026-6-19,5
527,2026-06-19T05:01:00Z,kroscienko,Krościenko,0,,0,,0,,2026-6-19,5
526,2026-06-19T05:01:00Z,malhowice,Małhowice,,,0,,0,,2026-6-19,5
525,2026-06-19T05:01:00Z,medyka,Medyka,780,,0,,60,,2026-6-19,5
520,2026-06-19T05:01:00Z,zosin,Zosin,60,,0,,0,,2026-6-19,5
