id,scraped_at,crossing_id,crossing_name,trucks_exit_min,trucks_entry_min,cars_exit_min,cars_entry_min,buses_exit_min,buses_entry_min,data_timestamp,source_hour
2087,2026-07-03T03:45:00Z,budomierz,Budomierz,0,,60,,120,,2026-7-3,3
2085,2026-07-03T03:45:00Z,dolhobyczow,Dołhobyczów,180,,0,,0,,2026-7-3,3
2083,2026-07-03T03:45:00Z,dorohusk,Dorohusk,780,,,,240,,2026-7-3,3
2086,2026-07-03T03:45:00Z,hrebenne,Hrebenne,780,,0,,120,,2026-7-3,3
2088,2026-07-03T03:45:00Z,korczowa,Korczowa,300,,60,,120,,2026-7-3,3
2091,2026-07-03T03:45:00Z,kroscienko,Krościenko,120,,0,,0,,2026-7-3,3
2090,2026-07-03T03:45:00Z,malhowice,Małhowice,,,0,,0,,2026-7-3,3
2089,2026-07-03T03:45:00Z,medyka,Medyka,420,,60,,180,,2026-7-3,3
2084,2026-07-03T03:45:00Z,zosin,Zosin,0,,0,,0,,2026-7-3,3
2096,2026-07-03T05:01:00Z,budomierz,Budomierz,0,,0,,120,,2026-7-3,5
2094,2026-07-03T05:01:00Z,dolhobyczow,Dołhobyczów,60,,0,,0,,2026-7-3,5
2092,2026-07-03T05:01:00Z,dorohusk,Dorohusk,1200,,,,360,,2026-7-3,5
2095,2026-07-03T05:01:00Z,hrebenne,Hrebenne,720,,0,,180,,2026-7-3,5
2097,2026-07-03T05:01:00Z,korczowa,Korczowa,180,,60,,240,,2026-7-3,5
2100,2026-07-03T05:01:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-3,5
2099,2026-07-03T05:01:00Z,malhowice,Małhowice,,,0,,0,,2026-7-3,5
2098,2026-07-03T05:01:00Z,medyka,Medyka,420,,0,,120,,2026-7-3,5
2093,2026-07-03T05:01:00Z,zosin,Zosin,0,,0,,60,,2026-7-3,5
2105,2026-07-03T08:01:00Z,budomierz,Budomierz,0,,0,,60,,2026-7-3,8
2103,2026-07-03T08:01:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-3,8
2101,2026-07-03T08:01:00Z,dorohusk,Dorohusk,1140,,,,180,,2026-7-3,8
2104,2026-07-03T08:01:00Z,hrebenne,Hrebenne,1140,,0,,60,,2026-7-3,8
2106,2026-07-03T08:01:00Z,korczowa,Korczowa,180,,60,,180,,2026-7-3,8
2109,2026-07-03T08:01:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-3,8
2108,2026-07-03T08:01:00Z,malhowice,Małhowice,,,0,,60,,2026-7-3,8
2107,2026-07-03T08:01:00Z,medyka,Medyka,360,,0,,120,,2026-7-3,8
2102,2026-07-03T08:01:00Z,zosin,Zosin,0,,0,,0,,2026-7-3,8
